model,gain,spectral_rate,direct_eigen_rate,eta
Chain-attached,1.1,0.3579920001796666,0.35799200017966504,0.8100194992713261
Chain-attached,1.105,0.36416469108957394,0.36416469108957306,0.8100194992713261
Chain-attached,1.11,0.37033738199948174,0.37033738199948174,0.8100194992713261
Chain-attached,1.115,0.3765100729093891,0.37651007290938754,0.8100194992713261
Chain-attached,1.12,0.3826827638192969,0.382682763819296,0.8100194992713261
Chain-attached,1.125,0.38885545472920424,0.3888554547292038,0.8100194992713261
Chain-attached,1.1300000000000001,0.39502814563911204,0.39502814563911115,0.8100194992713261
Chain-attached,1.135,0.4012008365490194,0.40120083654901806,0.8100194992713261
Chain-attached,1.1400000000000001,0.4073735274589272,0.4073735274589261,0.8100194992713261
Chain-attached,1.145,0.41354621836883454,0.4135462183688341,0.8100194992713261
Chain-attached,1.1500000000000001,0.41971890927874234,0.419718909278741,0.8100194992713261
Chain-attached,1.155,0.4258916001886497,0.42589160018864813,0.8100194992713261
Chain-attached,1.16,0.43206429109855726,0.43206429109855593,0.8100194992713261
Chain-attached,1.165,0.43823698200846506,0.43823698200846395,0.8100194992713261
Chain-attached,1.17,0.4444096729183724,0.4444096729183715,0.8100194992713261
Chain-attached,1.175,0.4505823638282802,0.45058236382827865,0.8100194992713261
Chain-attached,1.18,0.45675505473818756,0.456755054738186,0.8100194992713261
Chain-attached,1.185,0.46292774564809536,0.46292774564809447,0.8100194992713261
Chain-attached,1.19,0.4691004365580027,0.46910043655800115,0.8100194992713261
Chain-attached,1.195,0.4752731274679105,0.4752731274679096,0.8100194992713261
Chain-attached,1.2,0.48144581837781786,0.48144581837781675,0.8100194992713261
Hub-attached,0.0,-1.0,-1.0,0.9053736922080979
Hub-attached,0.005,-0.994477418503507,-0.994477418503507,0.9053736922080979
Hub-attached,0.01,-0.988954837007014,-0.9889548370070143,0.9053736922080979
Hub-attached,0.015,-0.9834322555105209,-0.9834322555105204,0.9053736922080979
Hub-attached,0.02,-0.977909674014028,-0.977909674014029,0.9053736922080979
Hub-attached,0.025,-0.972387092517535,-0.9723870925175342,0.9053736922080979
Hub-attached,0.03,-0.966864511021042,-0.9668645110210424,0.9053736922080979
Hub-attached,0.035,-0.9613419295245489,-0.9613419295245488,0.9053736922080979
Hub-attached,0.04,-0.9558193480280559,-0.9558193480280563,0.9053736922080979
Hub-attached,0.045,-0.9502967665315629,-0.9502967665315625,0.9053736922080979
Hub-attached,0.05,-0.9447741850350699,-0.9447741850350697,0.9053736922080979
Hub-attached,0.055,-0.9392516035385768,-0.9392516035385784,0.9053736922080979
Hub-attached,0.06,-0.9337290220420839,-0.9337290220420829,0.9053736922080979
Hub-attached,0.065,-0.9282064405455909,-0.928206440545591,0.9053736922080979
