network,family,is_toy,variant,projection,residual,exact_expected,analytic_error,dimension,rank,observed_closed,nonzero_spectrum_condition
network_055,Random,False,Constant bias,Node,0.07127786871332875,False,,12,12,False,3.4125037527053097
network_055,Random,False,Constant bias,Node + order,9.828258642251347e-16,True,1.0744078135553396e-16,24,22,True,8.826692908341983
network_055,Random,False,Constant bias,Node + order + degree,2.948314953116277e-16,False,,252,36,True,3.0776835371752536
network_055,Random,False,Full DMWA,Node,0.07568683996569421,False,,12,12,False,3.4125037527053097
network_055,Random,False,Full DMWA,Node + order,0.030071156026273294,False,,24,22,False,8.826692908341983
network_055,Random,False,Full DMWA,Node + order + degree,2.9624763615435516e-16,True,1.0634315026327135e-16,252,36,True,3.0776835371752536
network_056,Core-periphery,False,Coverage,Node,1.4642942043251682e-15,True,2.5161129315271143e-16,12,12,True,4.537283757092665
network_056,Core-periphery,False,Coverage,Node + order,8.489118911278486e-16,False,,24,23,True,9.538344207906203
network_056,Core-periphery,False,Coverage,Node + order + degree,5.899454241993873e-16,False,,324,44,True,3.8198268388603696
network_056,Core-periphery,False,Constant bias,Node,0.06171856569403363,False,,12,12,False,4.537283757092665
network_056,Core-periphery,False,Constant bias,Node + order,8.703128413717292e-16,True,1.1519989298653322e-16,24,23,True,9.538344207906203
network_056,Core-periphery,False,Constant bias,Node + order + degree,5.715314329344399e-16,False,,324,44,True,3.8198268388603696
network_056,Core-periphery,False,Full DMWA,Node,0.06463115381436783,False,,12,12,False,4.537283757092665
network_056,Core-periphery,False,Full DMWA,Node + order,0.02167477173470978,False,,24,23,False,9.538344207906203
network_056,Core-periphery,False,Full DMWA,Node + order + degree,5.670532840853972e-16,True,6.483113924224471e-17,324,44,True,3.8198268388603696
network_057,Modular,False,Coverage,Node,9.704916550875533e-16,True,1.185907033254758e-16,12,12,True,4.647842128962819
network_057,Modular,False,Coverage,Node + order,1.2381347095975025e-15,False,,24,16,True,4.0887084156489895
network_057,Modular,False,Coverage,Node + order + degree,3.5167531493982414e-16,False,,108,21,True,3.7835476446590426
network_057,Modular,False,Constant bias,Node,0.10868466103938153,False,,12,12,False,4.647842128962819
network_057,Modular,False,Constant bias,Node + order,9.569922989357607e-16,True,4.481331412632937e-17,24,16,True,4.0887084156489895
network_057,Modular,False,Constant bias,Node + order + degree,3.1425907662158013e-16,False,,108,21,True,3.7835476446590426
network_057,Modular,False,Full DMWA,Node,0.11342856523075187,False,,12,12,False,4.647842128962819
network_057,Modular,False,Full DMWA,Node + order,0.027155051006287154,False,,24,16,False,4.0887084156489895
network_057,Modular,False,Full DMWA,Node + order + degree,3.124189710537425e-16,True,1.3157455829580957e-16,108,21,True,3.7835476446590426
network_058,Random,False,Coverage,Node,9.524661150515909e-16,True,1.3954973268424553e-16,12,12,True,4.576123459410481
network_058,Random,False,Coverage,Node + order,6.869012893547876e-16,False,,24,15,True,5.348345671890667
network_058,Random,False,Coverage,Node + order + degree,1.2494133234203302e-15,False,,120,24,True,3.0631184428468603
network_058,Random,False,Constant bias,Node,0.10963425506510907,False,,12,12,False,4.576123459410481
network_058,Random,False,Constant bias,Node + order,6.002045134341515e-16,True,1.7005611380877912e-16,24,15,True,5.348345671890667
network_058,Random,False,Constant bias,Node + order + degree,9.917502666386317e-16,False,,120,24,True,3.0631184428468603
network_058,Random,False,Full DMWA,Node,0.11788752761567846,False,,12,12,False,4.576123459410481
network_058,Random,False,Full DMWA,Node + order,0.03414595936864457,False,,24,15,False,5.348345671890667
network_058,Random,False,Full DMWA,Node + order + degree,9.557682507519663e-16,True,8.290893884720929e-17,120,24,True,3.0631184428468603
network_059,Core-periphery,False,Coverage,Node,9.143405920788213e-16,True,2.0646287468335432e-16,12,12,True,3.757685752422084
network_059,Core-periphery,False,Coverage,Node + order,9.557685944765101e-16,False,,24,22,True,11.379181757100321
network_059,Core-periphery,False,Coverage,Node + order + degree,3.5195231523147216e-16,False,,228,37,True,3.6290390770339904
network_059,Core-periphery,False,Constant bias,Node,0.06212142133000357,False,,12,12,False,3.757685752422084
network_059,Core-periphery,False,Constant bias,Node + order,9.459168613628982e-16,True,7.01980491526217e-17,24,22,True,11.379181757100321
network_059,Core-periphery,False,Constant bias,Node + order + degree,3.5505778484978915e-16,False,,228,37,True,3.6290390770339904
network_059,Core-periphery,False,Full DMWA,Node,0.06971431000875719,False,,12,12,False,3.757685752422084
network_059,Core-periphery,False,Full DMWA,Node + order,0.030986260264103213,False,,24,22,False,11.379181757100321
network_059,Core-periphery,False,Full DMWA,Node + order + degree,3.551169934097519e-16,True,3.3239653298262555e-17,228,37,True,3.6290390770339904
network_060,Modular,False,Coverage,Node,1.0436732807508667e-15,True,8.212253509325453e-17,12,12,True,3.4505533958835444
network_060,Modular,False,Coverage,Node + order,9.393358844516466e-16,False,,24,22,True,4.179628217209114
network_060,Modular,False,Coverage,Node + order + degree,2.643732441171974e-16,False,,180,32,True,3.2255049266776936
network_060,Modular,False,Constant bias,Node,0.05752382102380065,False,,12,12,False,3.4505533958835444
network_060,Modular,False,Constant bias,Node + order,9.204167889230757e-16,True,4.12938593516994e-17,24,22,True,4.179628217209114
network_060,Modular,False,Constant bias,Node + order + degree,2.637517160621848e-16,False,,180,32,True,3.2255049266776936
network_060,Modular,False,Full DMWA,Node,0.05882914968196212,False,,12,12,False,3.4505533958835444
network_060,Modular,False,Full DMWA,Node + order,0.01871256460813751,False,,24,22,False,4.179628217209114
network_060,Modular,False,Full DMWA,Node + order + degree,2.6403989238887096e-16,True,7.240382064727924e-17,180,32,True,3.2255049266776936
network_061,Random,False,Coverage,Node,9.837162850471577e-16,True,2.5488181525854204e-16,12,12,True,4.283371754893906
network_061,Random,False,Coverage,Node + order,7.515682345476295e-16,False,,24,20,True,8.475889532650491
network_061,Random,False,Coverage,Node + order + degree,4.924163057318432e-16,False,,252,35,True,4.7193156258102835
network_061,Random,False,Constant bias,Node,0.0685977838902674,False,,12,12,False,4.283371754893906
network_061,Random,False,Constant bias,Node + order,7.338569076564127e-16,True,1.7807242308413477e-16,24,20,True,8.475889532650491
network_061,Random,False,Constant bias,Node + order + degree,4.974937144424315e-16,False,,252,35,True,4.7193156258102835
network_061,Random,False,Full DMWA,Node,0.07616822594607613,False,,12,12,False,4.283371754893906
network_061,Random,False,Full DMWA,Node + order,0.0321479005257486,False,,24,20,False,8.475889532650491
network_061,Random,False,Full DMWA,Node + order + degree,4.956376325412321e-16,True,1.1212342092140074e-16,252,35,True,4.7193156258102835
network_062,Core-periphery,False,Coverage,Node,1.093689871763158e-15,True,9.343150137913861e-17,12,12,True,3.8904291363023256
network_062,Core-periphery,False,Coverage,Node + order,1.211593843622077e-15,False,,24,22,True,13.791373866016812
network_062,Core-periphery,False,Coverage,Node + order + degree,2.1691688166810994e-16,False,,204,35,True,3.000000000000001
network_062,Core-periphery,False,Constant bias,Node,0.066037389471427,False,,12,12,False,3.8904291363023256
network_062,Core-periphery,False,Constant bias,Node + order,1.2521874790238864e-15,True,1.2755071929396085e-16,24,22,True,13.791373866016812
network_062,Core-periphery,False,Constant bias,Node + order + degree,2.033266127664828e-16,False,,204,35,True,3.000000000000001
network_062,Core-periphery,False,Full DMWA,Node,0.07360179205294631,False,,12,12,False,3.8904291363023256
network_062,Core-periphery,False,Full DMWA,Node + order,0.030890292136985287,False,,24,22,False,13.791373866016812
network_062,Core-periphery,False,Full DMWA,Node + order + degree,2.0229687197446976e-16,True,4.2645706997376365e-17,204,35,True,3.000000000000001
network_063,Modular,False,Coverage,Node,1.078323271128128e-15,True,2.1431312843270947e-16,12,12,True,3.3269836338447667
network_063,Modular,False,Coverage,Node + order,7.739895115054784e-16,False,,24,18,True,3.8288667009485233
network_063,Modular,False,Coverage,Node + order + degree,6.495702914632486e-16,False,,84,24,True,2.414213562373096
network_063,Modular,False,Constant bias,Node,0.10707580356365713,False,,12,12,False,3.3269836338447667
network_063,Modular,False,Constant bias,Node + order,6.854003508098017e-16,True,1.0967938810866749e-16,24,18,True,3.8288667009485233
network_063,Modular,False,Constant bias,Node + order + degree,6.109081391602306e-16,False,,84,24,True,2.414213562373096
network_063,Modular,False,Full DMWA,Node,0.10831476715625754,False,,12,12,False,3.3269836338447667
network_063,Modular,False,Full DMWA,Node + order,0.023868172639563295,False,,24,18,False,3.8288667009485233
network_063,Modular,False,Full DMWA,Node + order + degree,6.154118796321356e-16,True,4.065635614719763e-17,84,24,True,2.414213562373096
network_064,Random,False,Coverage,Node,9.177379500395996e-16,True,8.499015991217345e-17,12,12,True,3.5753754037729264
network_064,Random,False,Coverage,Node + order,9.08738755985438e-16,False,,24,18,True,7.812290298891655
network_064,Random,False,Coverage,Node + order + degree,2.0996709811832685e-16,False,,156,28,True,3.0000000000000013
network_064,Random,False,Constant bias,Node,0.11463642324877944,False,,12,12,False,3.5753754037729264
network_064,Random,False,Constant bias,Node + order,8.0768505723878e-16,True,5.414150510554769e-17,24,18,True,7.812290298891655
network_064,Random,False,Constant bias,Node + order + degree,1.9698553944726376e-16,False,,156,28,True,3.0000000000000013
network_064,Random,False,Full DMWA,Node,0.11968261449694989,False,,12,12,False,3.5753754037729264
network_064,Random,False,Full DMWA,Node + order,0.03714818254261906,False,,24,18,False,7.812290298891655
network_064,Random,False,Full DMWA,Node + order + degree,1.9612616904396105e-16,True,1.7508017015261803e-16,156,28,True,3.0000000000000013
network_065,Core-periphery,False,Coverage,Node,9.211233309420672e-16,True,2.700777727217403e-16,12,12,True,4.111664689656866
network_065,Core-periphery,False,Coverage,Node + order,6.707000199599917e-16,False,,24,22,True,11.632161804496555
network_065,Core-periphery,False,Coverage,Node + order + degree,4.72373794962811e-16,False,,264,36,True,3.000000000000001
network_065,Core-periphery,False,Constant bias,Node,0.057153266583887814,False,,12,12,False,4.111664689656866
network_065,Core-periphery,False,Constant bias,Node + order,6.532062811481521e-16,True,6.490953440301769e-17,24,22,True,11.632161804496555
network_065,Core-periphery,False,Constant bias,Node + order + degree,4.335411692012739e-16,False,,264,36,True,3.000000000000001
network_065,Core-periphery,False,Full DMWA,Node,0.0664828401236507,False,,12,12,False,4.111664689656866
network_065,Core-periphery,False,Full DMWA,Node + order,0.03284253106293312,False,,24,22,False,11.632161804496555
network_065,Core-periphery,False,Full DMWA,Node + order + degree,4.45621398658625e-16,True,6.021550287258422e-17,264,36,True,3.000000000000001
network_066,Modular,False,Coverage,Node,7.001681647670298e-16,True,2.0917451441558207e-16,12,12,True,3.2292045209930658
network_066,Modular,False,Coverage,Node + order,4.851764954290814e-15,False,,24,23,True,9.867609576882376
network_066,Modular,False,Coverage,Node + order + degree,2.2675726248718847e-16,False,,228,33,True,3.0
network_066,Modular,False,Constant bias,Node,0.06575970775819028,False,,12,12,False,3.2292045209930658
network_066,Modular,False,Constant bias,Node + order,4.947422213357789e-15,True,5.917930506698129e-17,24,23,True,9.867609576882376
network_066,Modular,False,Constant bias,Node + order + degree,2.24835813161662e-16,False,,228,33,True,3.0
network_066,Modular,False,Full DMWA,Node,0.06790673530913258,False,,12,12,False,3.2292045209930658
network_066,Modular,False,Full DMWA,Node + order,0.024345143918433162,False,,24,23,False,9.867609576882376
network_066,Modular,False,Full DMWA,Node + order + degree,2.2515069277191645e-16,True,1.743981044700087e-16,228,33,True,3.0
network_067,Random,False,Coverage,Node,1.4062229101866808e-15,True,1.2207411375549762e-16,12,12,True,4.246264314675018
network_067,Random,False,Coverage,Node + order,7.493840182006651e-16,False,,24,16,True,5.073621954827697
network_067,Random,False,Coverage,Node + order + degree,1.909649628472305e-15,False,,132,25,True,5.027339492125847
network_067,Random,False,Constant bias,Node,0.1409952059426726,False,,12,12,False,4.246264314675018
network_067,Random,False,Constant bias,Node + order,6.918624733550447e-16,True,1.1955732178706822e-16,24,16,True,5.073621954827697
network_067,Random,False,Constant bias,Node + order + degree,1.7217027299396015e-15,False,,132,25,True,5.027339492125847
network_067,Random,False,Full DMWA,Node,0.1475001181233663,False,,12,12,False,4.246264314675018
network_067,Random,False,Full DMWA,Node + order,0.047381223927131316,False,,24,16,False,5.073621954827697
network_067,Random,False,Full DMWA,Node + order + degree,1.6928630602036913e-15,True,7.683281608662754e-17,132,25,True,5.027339492125847
network_068,Core-periphery,False,Coverage,Node,5.842688102721265e-16,True,1.2988415112539628e-16,12,12,True,3.226094402216267
network_068,Core-periphery,False,Coverage,Node + order,1.1731503986478578e-15,False,,24,19,True,8.150262422700028
network_068,Core-periphery,False,Coverage,Node + order + degree,7.535755641424532e-16,False,,192,34,True,3.000000000000002
network_068,Core-periphery,False,Constant bias,Node,0.09098522734588453,False,,12,12,False,3.226094402216267
network_068,Core-periphery,False,Constant bias,Node + order,1.0901100265164678e-15,True,4.540578888980647e-17,24,19,True,8.150262422700028
network_068,Core-periphery,False,Constant bias,Node + order + degree,6.82316729217593e-16,False,,192,34,True,3.000000000000002
network_068,Core-periphery,False,Full DMWA,Node,0.09674802110884285,False,,12,12,False,3.226094402216267
network_068,Core-periphery,False,Full DMWA,Node + order,0.030908173196219572,False,,24,19,False,8.150262422700028
network_068,Core-periphery,False,Full DMWA,Node + order + degree,6.777460970767983e-16,True,5.592621184190558e-17,192,34,True,3.000000000000002
network_069,Modular,False,Coverage,Node,1.3359201178579644e-15,True,1.3827154392237286e-16,12,12,True,3.3796402378147676
network_069,Modular,False,Coverage,Node + order,1.2840123193387451e-15,False,,24,18,True,4.251285021015467
network_069,Modular,False,Coverage,Node + order + degree,4.775420155620604e-16,False,,144,28,True,3.405925095286823
network_069,Modular,False,Constant bias,Node,0.09905248192951838,False,,12,12,False,3.3796402378147676
network_069,Modular,False,Constant bias,Node + order,1.0516572671922396e-15,True,9.846253826327274e-17,24,18,True,4.251285021015467
network_069,Modular,False,Constant bias,Node + order + degree,4.616892898590001e-16,False,,144,28,True,3.405925095286823
network_069,Modular,False,Full DMWA,Node,0.10256014824689269,False,,12,12,False,3.3796402378147676
network_069,Modular,False,Full DMWA,Node + order,0.03532374554453364,False,,24,18,False,4.251285021015467
network_069,Modular,False,Full DMWA,Node + order + degree,4.567132540425265e-16,True,9.901133974112822e-17,144,28,True,3.405925095286823
network_070,Random,False,Coverage,Node,1.043418397928635e-15,True,1.5925775623840935e-16,12,12,True,3.443149065678272
network_070,Random,False,Coverage,Node + order,1.828018112169755e-15,False,,24,16,True,3.7593576994925377
network_070,Random,False,Coverage,Node + order + degree,1.2353095041790276e-15,False,,132,28,True,2.835111628946323
network_070,Random,False,Constant bias,Node,0.1583836711771161,False,,12,12,False,3.443149065678272
network_070,Random,False,Constant bias,Node + order,2.2122920261804096e-15,True,3.340226796222208e-17,24,16,True,3.7593576994925377
network_070,Random,False,Constant bias,Node + order + degree,1.0484143966064344e-15,False,,132,28,True,2.835111628946323
network_070,Random,False,Full DMWA,Node,0.1642673068772274,False,,12,12,False,3.443149065678272
network_070,Random,False,Full DMWA,Node + order,0.04264405019679229,False,,24,16,False,3.7593576994925377
network_070,Random,False,Full DMWA,Node + order + degree,1.0204893463683154e-15,True,9.195021620720172e-19,132,28,True,2.835111628946323
network_071,Core-periphery,False,Coverage,Node,6.584493322898727e-16,True,5.321834087359831e-17,12,12,True,4.898130961759054
network_071,Core-periphery,False,Coverage,Node + order,9.154594878295023e-16,False,,24,17,True,8.535887205504217
network_071,Core-periphery,False,Coverage,Node + order + degree,3.4781523792822705e-16,False,,132,26,True,5.009077530880485
network_071,Core-periphery,False,Constant bias,Node,0.08891091792146757,False,,12,12,False,4.898130961759054
network_071,Core-periphery,False,Constant bias,Node + order,8.577485120790451e-16,True,1.7130335067762524e-16,24,17,True,8.535887205504217
network_071,Core-periphery,False,Constant bias,Node + order + degree,3.436803278567482e-16,False,,132,26,True,5.009077530880485
network_071,Core-periphery,False,Full DMWA,Node,0.09782797202508951,False,,12,12,False,4.898130961759054
network_071,Core-periphery,False,Full DMWA,Node + order,0.04481312085428022,False,,24,17,False,8.535887205504217
network_071,Core-periphery,False,Full DMWA,Node + order + degree,3.4109839660941696e-16,True,1.4648608958274556e-16,132,26,True,5.009077530880485
network_072,Modular,False,Coverage,Node,2.8347430977438754e-15,True,1.8305007146970802e-16,12,12,True,3.1545372262485447
network_072,Modular,False,Coverage,Node + order,1.0607968657568667e-15,False,,24,20,True,7.960749712183402
network_072,Modular,False,Coverage,Node + order + degree,4.6584720559168155e-16,False,,192,31,True,2.414213562373096
network_072,Modular,False,Constant bias,Node,0.09564322541988338,False,,12,12,False,3.1545372262485447
network_072,Modular,False,Constant bias,Node + order,1.1202725656627206e-15,True,5.1684801355391016e-17,24,20,True,7.960749712183402
network_072,Modular,False,Constant bias,Node + order + degree,4.02515754540144e-16,False,,192,31,True,2.414213562373096
network_072,Modular,False,Full DMWA,Node,0.09932593429283307,False,,12,12,False,3.1545372262485447
network_072,Modular,False,Full DMWA,Node + order,0.03357428109826025,False,,24,20,False,7.960749712183402
network_072,Modular,False,Full DMWA,Node + order + degree,4.0470266190171637e-16,True,5.858416087976025e-17,192,31,True,2.414213562373096
network_073,Random,False,Coverage,Node,7.172027396023467e-16,True,1.440904297654898e-16,12,12,True,3.4402392475788677
network_073,Random,False,Coverage,Node + order,1.3351384778777412e-15,False,,24,18,True,7.25601629501392
network_073,Random,False,Coverage,Node + order + degree,3.087064472715529e-16,False,,168,25,True,2.1213203435596424
network_073,Random,False,Constant bias,Node,0.10715108494332337,False,,12,12,False,3.4402392475788677
network_073,Random,False,Constant bias,Node + order,1.2439948519189432e-15,True,1.3117837596527167e-16,24,18,True,7.25601629501392
network_073,Random,False,Constant bias,Node + order + degree,2.901443375232558e-16,False,,168,25,True,2.1213203435596424
network_073,Random,False,Full DMWA,Node,0.11096475470608692,False,,12,12,False,3.4402392475788677
network_073,Random,False,Full DMWA,Node + order,0.03113517165649785,False,,24,18,False,7.25601629501392
network_073,Random,False,Full DMWA,Node + order + degree,2.900165095374324e-16,True,2.2235457239402386e-18,168,25,True,2.1213203435596424
network_074,Core-periphery,False,Coverage,Node,9.707703559056182e-16,True,1.5749076527623346e-16,12,12,True,5.262352768278386
network_074,Core-periphery,False,Coverage,Node + order,2.1160968428386702e-15,False,,24,19,True,9.963040440136206
network_074,Core-periphery,False,Coverage,Node + order + degree,2.0307235705856597e-16,False,,228,28,True,3.000000000000001
network_074,Core-periphery,False,Constant bias,Node,0.06223544217251458,False,,12,12,False,5.262352768278386
network_074,Core-periphery,False,Constant bias,Node + order,1.9860229791339638e-15,True,1.2500014091067006e-16,24,19,True,9.963040440136206
network_074,Core-periphery,False,Constant bias,Node + order + degree,1.9352834428280463e-16,False,,228,28,True,3.000000000000001
network_074,Core-periphery,False,Full DMWA,Node,0.07252048955982976,False,,12,12,False,5.262352768278386
network_074,Core-periphery,False,Full DMWA,Node + order,0.03640543849267686,False,,24,19,False,9.963040440136206
network_074,Core-periphery,False,Full DMWA,Node + order + degree,1.9251139272036343e-16,True,8.613549332453788e-17,228,28,True,3.000000000000001
network_075,Modular,False,Coverage,Node,8.941035246757537e-16,True,6.325428328016056e-17,12,12,True,6.073947853925895
network_075,Modular,False,Coverage,Node + order,6.946448212990206e-16,False,,24,18,True,5.021735731131961
network_075,Modular,False,Coverage,Node + order + degree,4.3685641717621324e-16,False,,144,25,True,3.2255049266776945
network_075,Modular,False,Constant bias,Node,0.0727564244342812,False,,12,12,False,6.073947853925895
network_075,Modular,False,Constant bias,Node + order,6.77190280132557e-16,True,3.9242436336888113e-17,24,18,True,5.021735731131961
network_075,Modular,False,Constant bias,Node + order + degree,4.179957712579267e-16,False,,144,25,True,3.2255049266776945
network_075,Modular,False,Full DMWA,Node,0.07536298559026787,False,,12,12,False,6.073947853925895
network_075,Modular,False,Full DMWA,Node + order,0.022077531018559443,False,,24,18,False,5.021735731131961
network_075,Modular,False,Full DMWA,Node + order + degree,4.1575763636699745e-16,True,4.380834546640907e-17,144,25,True,3.2255049266776945
network_076,Random,False,Coverage,Node,6.389791546893313e-16,True,9.471168721560712e-17,12,12,True,4.056316467600063
network_076,Random,False,Coverage,Node + order,6.199878496509611e-16,False,,24,17,True,7.22600021012559
network_076,Random,False,Coverage,Node + order + degree,1.77960314115805e-15,False,,168,29,True,3.000000000000001
network_076,Random,False,Constant bias,Node,0.1129224499387422,False,,12,12,False,4.056316467600063
network_076,Random,False,Constant bias,Node + order,5.368527463370083e-16,True,1.0392623443307786e-16,24,17,True,7.22600021012559
network_076,Random,False,Constant bias,Node + order + degree,1.4086373494723548e-15,False,,168,29,True,3.000000000000001
network_076,Random,False,Full DMWA,Node,0.12077170976295674,False,,12,12,False,4.056316467600063
network_076,Random,False,Full DMWA,Node + order,0.04105009366543755,False,,24,17,False,7.22600021012559
network_076,Random,False,Full DMWA,Node + order + degree,1.422928847494725e-15,True,6.370081115388099e-17,168,29,True,3.000000000000001
network_077,Core-periphery,False,Coverage,Node,5.947163105180967e-16,True,1.7255711301948617e-16,12,12,True,4.977072527300474
network_077,Core-periphery,False,Coverage,Node + order,6.268657510444946e-16,False,,24,21,True,9.585105724947534
network_077,Core-periphery,False,Coverage,Node + order + degree,1.4152687728264143e-15,False,,216,34,True,3.632961446684164
network_077,Core-periphery,False,Constant bias,Node,0.058879297757281554,False,,12,12,False,4.977072527300474
network_077,Core-periphery,False,Constant bias,Node + order,5.955682476370522e-16,True,1.6048653870941752e-16,24,21,True,9.585105724947534
network_077,Core-periphery,False,Constant bias,Node + order + degree,1.2258247239722371e-15,False,,216,34,True,3.632961446684164
network_077,Core-periphery,False,Full DMWA,Node,0.06380003657398538,False,,12,12,False,4.977072527300474
network_077,Core-periphery,False,Full DMWA,Node + order,0.021735776174871553,False,,24,21,False,9.585105724947534
network_077,Core-periphery,False,Full DMWA,Node + order + degree,1.2085211203274082e-15,True,9.130727436432104e-17,216,34,True,3.632961446684164
network_078,Modular,False,Coverage,Node,6.500443596025837e-16,True,8.879408468637755e-17,12,12,True,6.502962214567577
network_078,Modular,False,Coverage,Node + order,6.269936405020643e-16,False,,24,19,True,8.862240114910326
network_078,Modular,False,Coverage,Node + order + degree,2.2280284751863716e-16,False,,192,26,True,3.0
network_078,Modular,False,Constant bias,Node,0.06192242687117108,False,,12,12,False,6.502962214567577
network_078,Modular,False,Constant bias,Node + order,6.120642002459128e-16,True,5.040261946084632e-17,24,19,True,8.862240114910326
network_078,Modular,False,Constant bias,Node + order + degree,2.1429226954441864e-16,False,,192,26,True,3.0
network_078,Modular,False,Full DMWA,Node,0.06549103946545366,False,,12,12,False,6.502962214567577
network_078,Modular,False,Full DMWA,Node + order,0.02255888249900864,False,,24,19,False,8.862240114910326
network_078,Modular,False,Full DMWA,Node + order + degree,2.1370141581836121e-16,True,6.209185207436434e-17,192,26,True,3.0
network_079,Random,False,Coverage,Node,9.928573343964384e-16,True,9.344095569992035e-17,12,12,True,3.973902872427943
network_079,Random,False,Coverage,Node + order,9.562691843645404e-16,False,,24,14,True,3.6628577157326294
network_079,Random,False,Coverage,Node + order + degree,2.9409052683831112e-15,False,,108,21,True,4.080360067196462
network_079,Random,False,Constant bias,Node,0.1500840988010299,False,,12,12,False,3.973902872427943
network_079,Random,False,Constant bias,Node + order,8.531084967734811e-16,True,9.690733536765445e-17,24,14,True,3.6628577157326294
network_079,Random,False,Constant bias,Node + order + degree,2.2062985346749746e-15,False,,108,21,True,4.080360067196462
network_079,Random,False,Full DMWA,Node,0.157241631744028,False,,12,12,False,3.973902872427943
network_079,Random,False,Full DMWA,Node + order,0.03485423032618279,False,,24,14,False,3.6628577157326294
network_079,Random,False,Full DMWA,Node + order + degree,2.0970753823985665e-15,True,1.7403746902860349e-16,108,21,True,4.080360067196462
network_080,Core-periphery,False,Coverage,Node,7.864635905322617e-16,True,9.263033296184072e-17,12,12,True,4.417468918575864
network_080,Core-periphery,False,Coverage,Node + order,1.0679140569686557e-15,False,,24,20,True,9.655489619068785
network_080,Core-periphery,False,Coverage,Node + order + degree,2.920279267145502e-16,False,,192,30,True,3.2792109924517594
network_080,Core-periphery,False,Constant bias,Node,0.06843801251743216,False,,12,12,False,4.417468918575864
network_080,Core-periphery,False,Constant bias,Node + order,1.0953627520761419e-15,True,9.191795834346943e-17,24,20,True,9.655489619068785
network_080,Core-periphery,False,Constant bias,Node + order + degree,2.9971432157336356e-16,False,,192,30,True,3.2792109924517594
network_080,Core-periphery,False,Full DMWA,Node,0.07789172943903823,False,,12,12,False,4.417468918575864
network_080,Core-periphery,False,Full DMWA,Node + order,0.03720290303769453,False,,24,20,False,9.655489619068785
network_080,Core-periphery,False,Full DMWA,Node + order + degree,2.978379279600875e-16,True,4.724990223598684e-17,192,30,True,3.2792109924517594
network_081,Modular,False,Coverage,Node,1.3627369818886656e-15,True,2.632521277100454e-17,12,12,True,5.49335651505772
network_081,Modular,False,Coverage,Node + order,1.0095696214094635e-15,False,,24,13,True,5.162668202486538
network_081,Modular,False,Coverage,Node + order + degree,1.6846584528060912e-15,False,,60,18,True,3.225504926677693
network_081,Modular,False,Constant bias,Node,0.14221720832983015,False,,12,12,False,5.49335651505772
network_081,Modular,False,Constant bias,Node + order,9.503774856391421e-16,True,1.2435800608329639e-16,24,13,True,5.162668202486538
network_081,Modular,False,Constant bias,Node + order + degree,1.421512001172436e-15,False,,60,18,True,3.225504926677693
network_081,Modular,False,Full DMWA,Node,0.14817521155314228,False,,12,12,False,5.49335651505772
network_081,Modular,False,Full DMWA,Node + order,0.03790010942699498,False,,24,13,False,5.162668202486538
network_081,Modular,False,Full DMWA,Node + order + degree,1.4564744515551635e-15,True,5.908773559354804e-17,60,18,True,3.225504926677693
network_082,Random,False,Coverage,Node,1.1615690283921863e-15,True,1.783050463426274e-16,12,12,True,4.874658349820007
network_082,Random,False,Coverage,Node + order,9.307473998066798e-16,False,,24,21,True,11.900299549964913
network_082,Random,False,Coverage,Node + order + degree,2.0367023464417812e-16,False,,288,34,True,2.5980762113533165
network_082,Random,False,Constant bias,Node,0.05814942160362151,False,,12,12,False,4.874658349820007
network_082,Random,False,Constant bias,Node + order,9.222585556648527e-16,True,8.101771361110261e-17,24,21,True,11.900299549964913
network_082,Random,False,Constant bias,Node + order + degree,1.9841980894066762e-16,False,,288,34,True,2.5980762113533165
network_082,Random,False,Full DMWA,Node,0.06727121038290856,False,,12,12,False,4.874658349820007
network_082,Random,False,Full DMWA,Node + order,0.03214419983893681,False,,24,21,False,11.900299549964913
network_082,Random,False,Full DMWA,Node + order + degree,1.9840949061136237e-16,True,6.156557853565693e-17,288,34,True,2.5980762113533165
network_083,Core-periphery,False,Coverage,Node,2.6804602241877112e-15,True,1.3956629631190578e-16,12,12,True,3.4115461767514335
network_083,Core-periphery,False,Coverage,Node + order,9.494258113438765e-16,False,,24,19,True,5.294586246828651
network_083,Core-periphery,False,Coverage,Node + order + degree,7.138964597108052e-16,False,,192,31,True,2.771638597533861
network_083,Core-periphery,False,Constant bias,Node,0.10265525100399253,False,,12,12,False,3.4115461767514335
network_083,Core-periphery,False,Constant bias,Node + order,8.80171731880649e-16,True,4.307231101280977e-17,24,19,True,5.294586246828651
network_083,Core-periphery,False,Constant bias,Node + order + degree,6.34348703863117e-16,False,,192,31,True,2.771638597533861
network_083,Core-periphery,False,Full DMWA,Node,0.10422812649182654,False,,12,12,False,3.4115461767514335
network_083,Core-periphery,False,Full DMWA,Node + order,0.03299671680477758,False,,24,19,False,5.294586246828651
network_083,Core-periphery,False,Full DMWA,Node + order + degree,6.242285754467256e-16,True,5.67903380587654e-17,192,31,True,2.771638597533861
network_084,Modular,False,Coverage,Node,9.73506048935657e-16,True,5.1991331497609074e-17,12,12,True,2.9212571405294208
network_084,Modular,False,Coverage,Node + order,7.540790655627434e-16,False,,24,22,True,4.1100979641485145
network_084,Modular,False,Coverage,Node + order + degree,7.519098826517427e-16,False,,108,31,True,3.0631184428468616
