network,family,variant,time,state,node,value,total,fraction,TV
toy_0,Triangle,Full DMWA,5.6000000000000005,2,A,0.021072799092434934,0.0632183972773048,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.6000000000000005,2,B,0.021072799092434934,0.0632183972773048,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.6000000000000005,2,C,0.021072799092434934,0.0632183972773048,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,5.7,1,A,0.023794122001389084,0.07138236600416725,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.7,1,B,0.023794122001389084,0.07138236600416725,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.7,1,C,0.023794122001389084,0.07138236600416725,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.7,2,A,0.02008197773904448,0.06024593321713344,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.7,2,B,0.02008197773904448,0.06024593321713344,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.7,2,C,0.02008197773904448,0.06024593321713344,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.800000000000001,1,A,0.02267751565153606,0.06803254695460818,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.800000000000001,1,B,0.02267751565153606,0.06803254695460818,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.800000000000001,1,C,0.02267751565153606,0.06803254695460818,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.800000000000001,2,A,0.01913781099309489,0.05741343297928467,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.800000000000001,2,B,0.01913781099309489,0.05741343297928467,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.800000000000001,2,C,0.01913781099309489,0.05741343297928467,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.9,1,A,0.02161321023508881,0.06483963070526644,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.9,1,B,0.02161321023508881,0.06483963070526644,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.9,1,C,0.02161321023508881,0.06483963070526644,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.9,2,A,0.018238093470767644,0.05471428041230293,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.9,2,B,0.018238093470767644,0.05471428041230293,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,5.9,2,C,0.018238093470767644,0.05471428041230293,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.0,1,A,0.0205987686606366,0.0617963059819098,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.0,1,B,0.0205987686606366,0.0617963059819098,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.0,1,C,0.0205987686606366,0.0617963059819098,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.0,2,A,0.01738072512836336,0.052142175385090084,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.0,2,B,0.01738072512836336,0.052142175385090084,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.0,2,C,0.01738072512836336,0.052142175385090084,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.1000000000000005,1,A,0.019631865781271463,0.05889559734381439,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.1000000000000005,1,B,0.019631865781271463,0.05889559734381439,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.1000000000000005,1,C,0.019631865781271463,0.05889559734381439,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.1000000000000005,2,A,0.016563706092432108,0.049691118277296324,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.1000000000000005,2,B,0.016563706092432108,0.049691118277296324,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.1000000000000005,2,C,0.016563706092432108,0.049691118277296324,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.2,1,A,0.018710283460677046,0.05613085038203114,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.2,1,B,0.018710283460677046,0.05613085038203114,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.2,1,C,0.018710283460677046,0.05613085038203114,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.2,2,A,0.0157851317609857,0.0473553952829571,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.2,2,B,0.0157851317609857,0.0473553952829571,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.2,2,C,0.0157851317609857,0.0473553952829571,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.300000000000001,1,A,0.017831905829520447,0.05349571748856134,0.3333333333333333,8.326672684688674e-17
