network,family,is_toy,variant,projection,relative_L2_error,max_absolute_error,negative_fraction,finite,exact_expected,context_negative_fraction,minimum_context_state,reduced_spectral_abscissa,context,error_percent
network_095,Core-periphery,FALSE,Full DMWA,Node + order + degree,1.9175088836673454e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.3990987992116499,"Nodes +
order + degree",1.9175088836673453e-14
network_096,Modular,FALSE,Full DMWA,Node,0.00883329660456657,6.9141366063033e-4,0,TRUE,FALSE,0,2.8572745838093e-4,-0.4101030783357953,Nodes,0.883329660456657
network_096,Modular,FALSE,Full DMWA,Node + order,5.8606998565567e-4,7.870243588355835e-5,0,TRUE,FALSE,0,7.0677535306572e-5,9.619306721333599e-17,"Nodes +
order",0.058606998565566996
network_096,Modular,FALSE,Full DMWA,Node + order + degree,2.41955648809716e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.40577886431276144,"Nodes +
order + degree",2.4195564880971603e-14
network_097,Random,FALSE,Full DMWA,Node,0.00436006878929169,4.5425491332946e-4,0,TRUE,FALSE,0,1.1740264499074e-4,-0.4309341336421305,Nodes,0.436006878929169
network_097,Random,FALSE,Full DMWA,Node + order,5.4940499191085e-4,9.434089396941764e-5,0,TRUE,FALSE,0,5.126404793691029e-5,-0.4294253529792787,"Nodes +
order",0.054940499191085
network_097,Random,FALSE,Full DMWA,Node + order + degree,1.9988448608599871e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.4294455541068547,"Nodes +
order + degree",1.998844860859987e-14
network_098,Core-periphery,FALSE,Full DMWA,Node,0.01439616493730823,0.00193037037257837,0,TRUE,FALSE,0,1.654154951115439e-5,-0.33532211745486395,Nodes,1.4396164937308231
network_098,Core-periphery,FALSE,Full DMWA,Node + order,5.373824883779e-4,7.142028203346168e-5,0,TRUE,FALSE,0,0,4.339359993232973e-17,"Nodes +
order",0.05373824883778999
network_098,Core-periphery,FALSE,Full DMWA,Node + order + degree,2.394385257545255e-16,8.326672684688674e-17,0,TRUE,TRUE,0,0,-0.32647255645098666,"Nodes +
order + degree",2.3943852575452552e-14
network_099,Modular,FALSE,Full DMWA,Node,0.01445980767116074,0.00109453512122856,0,TRUE,FALSE,0,3.8335127784177e-4,-0.4887491009665575,Nodes,1.445980767116074
network_099,Modular,FALSE,Full DMWA,Node + order,3.534926428355e-4,4.228414214525744e-5,0,TRUE,FALSE,0,1.4552035924507e-4,9.696031600288775e-17,"Nodes +
order",0.03534926428355
network_099,Modular,FALSE,Full DMWA,Node + order + degree,2.508632385497312e-16,4.163336342344337e-17,0,TRUE,TRUE,0,0,-0.47473237451990374,"Nodes +
order + degree",2.508632385497312e-14
network_100,Random,FALSE,Full DMWA,Node,0.00293657044427611,2.4729577621992e-4,0,TRUE,FALSE,0,7.786958237643132e-5,-0.42078023036502943,Nodes,0.29365704442761104
network_100,Random,FALSE,Full DMWA,Node + order,5.5393504085452e-4,7.215459285338927e-5,0,TRUE,FALSE,0,0,1.4407395532631023e-17,"Nodes +
order",0.055393504085452
network_100,Random,FALSE,Full DMWA,Node + order + degree,2.1280985259741422e-16,5.551115123125783e-17,0,TRUE,TRUE,0,0,-0.42002320426956186,"Nodes +
order + degree",2.1280985259741422e-14
