network,family,is_toy,variant,total_fraction,spatial_TV_mean,spatial_TV_t1,spatial_TV_t10,spatial_TV_max,total_ratio_t1,total_ratio_t10
network_024,Modular,False,Constant bias,0.003945891101924854,0.0010631618491114285,0.001802716271100074,0.00014243627408220888,0.002207352711549938,0.9961004032967917,0.9961408168254493
network_024,Modular,False,Full DMWA,0.003749173709574595,0.0012308491411566224,0.002062349365121407,0.00016815645817103836,0.002539813316485612,0.9959701730391654,0.9970616912047895
network_025,Random,False,Coverage,1.7456336851916587e-16,8.162741316208866e-17,1.0061396160665481e-16,6.765421556309548e-17,2.0469737016526324e-16,1.0000000000000002,1.0
network_025,Random,False,Constant bias,0.001519195007563785,0.0031530303502632,0.0038912671626545638,0.0011299983842415935,0.005136475706096304,1.0020688398557593,0.9966912554945331
network_025,Random,False,Full DMWA,0.0015727963651504706,0.0033392279398342965,0.0035154713944574277,0.0014597979801230457,0.004998735755861416,1.0020884026019927,0.996990354140955
network_026,Core-periphery,False,Coverage,9.738962313389395e-17,7.230110607436835e-17,1.0928757898653885e-16,1.2620113287731272e-16,1.9168694409543718e-16,0.9999999999999998,0.9999999999999997
network_026,Core-periphery,False,Constant bias,0.002304729500357094,0.001111608074297693,0.0014845000441221223,0.00030974282671514773,0.0019183107643785807,1.002293812700062,1.0022091887865099
network_026,Core-periphery,False,Full DMWA,0.0019176726884187296,0.0010908808598117255,0.001527728169892743,0.00026921884957884813,0.001952541506018212,1.0019176284487257,1.0018336539693078
network_027,Modular,False,Coverage,1.0517687953377146e-16,9.60082707779364e-17,9.367506770274758e-17,2.0990154059319366e-16,2.0990154059319366e-16,0.9999999999999998,0.9999999999999999
network_027,Modular,False,Constant bias,0.00010889727619637451,0.001365703277956561,0.0017241797026846042,0.0005373228972159593,0.002217753520619526,1.0000928136814566,0.9997314358490543
network_027,Modular,False,Full DMWA,0.0011655387947354155,0.0018710013992465184,0.002201882580228732,0.0008323660431704683,0.0029105987382208563,1.0009784395041554,1.0013682538669382
network_028,Random,False,Coverage,1.0425525386901713e-16,7.934625179117915e-17,9.71445146547012e-17,2.7755575615628914e-17,1.734723475976807e-16,1.0,1.0
network_028,Random,False,Constant bias,0.021294799333665283,0.003259988768765833,0.0038236331541214343,0.0018161698619416303,0.004692101300445922,0.9824330770773287,0.9651336005410468
network_028,Random,False,Full DMWA,0.02311784705356987,0.0034973369880789036,0.004102754710157015,0.0019333531401682681,0.00505546090217676,0.9808802329588304,0.9624270567347458
network_029,Core-periphery,False,Coverage,1.3837307990039766e-16,1.113996048185406e-16,2.185751579730777e-16,1.205632815803881e-16,2.740863092043355e-16,1.0000000000000002,1.0
network_029,Core-periphery,False,Constant bias,0.005445821298707836,0.0014115394419072311,0.0018093494423829862,0.0003430921789462733,0.002479412470377168,1.0052190578588753,1.0059506644603857
network_029,Core-periphery,False,Full DMWA,0.0056466340171691404,0.002022450217667431,0.002679853627026496,0.0004740514622258059,0.0036008004530201695,1.0056670331872706,1.0051491714416676
network_030,Modular,False,Coverage,8.60862129835286e-17,7.87217513398275e-17,1.1622647289044608e-16,6.591949208711867e-17,1.8041124150158794e-16,0.9999999999999998,1.0
network_030,Modular,False,Constant bias,0.0016135063675780084,0.0011953311325389724,0.0013610425030568477,0.0005032563998637282,0.0018646057115680754,1.0017505881334106,1.0008410823651053
